latitude, longitude, altitude, quaternion, rollrate, pitchrate, yawrate, timeStamp
149.137088, -35.3044602, 579219, [0.5399199724197388, 0.14627523720264435, -0.05499415844678879, -0.8270826935768127], 0.0941699668765, -0.00628192769364, 0.033924523741, 1555562689.55
149.1370827, -35.3044626, 579254, [0.539975106716156, 0.14616520702838898, -0.05478706583380699, -0.8270797729492188], -0.110101871192, 0.0139452684671, 0.0323270112276, 1555562689.55
149.1370827, -35.3044626, 579254, [0.5400007367134094, 0.14615967869758606, -0.05476181581616402, -0.8270657658576965], 0.0582722872496, 0.00165033480152, 0.033171929419, 1555562689.55
149.1370827, -35.3044626, 579254, [0.5400055050849915, 0.1462225764989853, -0.0548364520072937, -0.8270465731620789], -0.0294314399362, 0.0124710462987, 0.0343843325973, 1555562689.55
149.1370827, -35.3044626, 579254, [0.5400288105010986, 0.14625895023345947, -0.05488559231162071, -0.8270217180252075], 0.124689586461, 0.00217120442539, 0.0366607643664, 1555562689.55
149.1370827, -35.3044626, 579254, [0.5400617718696594, 0.1462148129940033, -0.05485181882977486, -0.8270101547241211], -0.126871958375, 0.0218377448618, 0.0314916074276, 1555562689.56
149.1370827, -35.3044626, 579254, [0.5400662422180176, 0.14630194008350372, -0.05495550110936165, -0.8269849419593811], 0.146646022797, 0.00445882044733, 0.028208784759, 1555562689.58
149.1370827, -35.3044626, 579254, [0.5401137471199036, 0.1463281661272049, -0.055071376264095306, -0.8269415497779846], -0.186340734363, 0.0230435952544, 0.0290886051953, 1555562689.64
149.1370827, -35.3044626, 579254, [0.5401461720466614, 0.14634239673614502, -0.05507238954305649, -0.8269177675247192], 0.171787858009, 0.0173500850797, 0.0342330262065, 1555562689.64
149.1370827, -35.3044626, 579254, [0.5401133894920349, 0.14661966264247894, -0.05561116337776184, -0.8268540501594543], -0.0322055928409, 0.0264329314232, 0.0358406528831, 1555562689.64
149.1370827, -35.3044626, 579254, [0.5402294397354126, 0.14642854034900665, -0.05528679117560387, -0.826833963394165], 0.0167053863406, 0.0193854998797, 0.0310365092009, 1555562689.64
149.1370827, -35.3044626, 579254, [0.5402171015739441, 0.1467013955116272, -0.055841799825429916, -0.8267562985420227], -0.00454789027572, 0.00187137117609, 0.0375022441149, 1555562689.64
149.1370827, -35.3044626, 579254, [0.5403147339820862, 0.14654037356376648, -0.05553510785102844, -0.8267416954040527], -0.0388136692345, 0.0191703401506, 0.0386072099209, 1555562689.65
149.1370827, -35.3044626, 579254, [0.5402864217758179, 0.14681079983711243, -0.05603385716676712, -0.8266785740852356], 0.0798947587609, 0.0042630052194, 0.0354204587638, 1555562689.67
149.1370827, -35.3044626, 579254, [0.5403991341590881, 0.146650031208992, -0.05577138066291809, -0.8266512155532837], 0.00407111877576, 0.0100505920127, 0.0342813618481, 1555562689.73
149.1370827, -35.3044626, 579254, [0.5403940677642822, 0.14680878818035126, -0.05604717507958412, -0.8266075849533081], -0.00738781364635, 0.00931333936751, 0.0337249040604, 1555562689.73
149.1370775, -35.3044649, 579233, [0.5404404401779175, 0.146749347448349, -0.05594465881586075, -0.8265948295593262], 0.0120104290545, 0.00538061652333, 0.034265846014, 1555562689.73
149.1370775, -35.3044649, 579233, [0.5404353141784668, 0.14683370292186737, -0.056086502969264984, -0.8265735507011414], 0.0146749131382, 5.45540824533e-05, 0.0292154476047, 1555562689.73
149.1370775, -35.3044649, 579233, [0.5404708385467529, 0.14677104353904724, -0.05594006925821304, -0.8265713453292847], 0.0368832983077, 0.0146154016256, 0.0290113519877, 1555562689.73
